,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,department,salary
5740,0.51,0.96,3,192,3,0,0,sales,medium
6961,0.65,0.53,4,160,3,0,0,sales,low
437,0.43,0.53,2,160,3,0,0,support,low
13935,0.73,0.48,3,211,7,0,0,sales,medium
1809,0.72,0.95,5,271,5,0,0,support,low
3917,0.68,1.0,4,167,2,0,0,sales,low
9629,0.22,0.53,5,160,4,1,0,sales,medium
12422,0.86,1.0,5,257,5,0,0,technical,medium
14094,0.86,0.83,4,208,3,1,0,IT,low
3111,0.87,0.71,5,145,4,0,0,technical,medium
13397,0.8,0.75,4,224,3,0,1,sales,medium
7707,0.55,0.97,4,162,3,0,0,RandD,low
9625,0.91,1.0,4,211,3,0,0,marketing,low
679,0.86,1.0,5,229,5,0,0,product_mng,low
135,0.31,0.84,7,133,5,0,0,technical,low
562,0.4,0.57,2,160,3,0,0,accounting,low
168,0.32,0.5,2,135,5,0,0,sales,low
4874,0.74,0.79,5,237,4,0,0,product_mng,low
8277,0.91,0.93,3,238,2,0,0,hr,low
7506,0.14,0.41,6,114,3,0,0,sales,low
316,0.43,0.47,2,135,3,0,0,sales,low
97,0.1,0.84,6,279,4,0,0,sales,low
2649,0.76,0.56,3,255,3,0,0,support,medium
3924,0.86,0.83,5,208,2,1,0,hr,medium
1858,0.38,0.47,2,128,3,0,0,sales,medium
14335,0.46,0.49,2,138,3,0,0,support,low
1337,0.41,0.56,2,143,3,0,0,technical,low
5791,0.48,0.87,3,236,2,0,0,IT,low
395,0.45,0.46,2,128,3,0,0,sales,low
1829,0.1,0.93,6,258,4,0,0,RandD,medium
6221,0.91,0.76,3,197,3,0,0,technical,medium
6517,0.66,0.59,3,145,3,0,0,hr,medium
1220,0.36,0.52,2,137,3,0,0,marketing,low
2514,0.7,0.63,3,155,4,1,0,RandD,low
1580,0.49,0.73,4,244,3,0,0,support,low
12300,0.45,0.55,2,151,3,0,0,IT,medium
9851,0.67,0.58,4,158,3,0,0,support,medium
10135,1.0,0.56,5,247,3,0,0,technical,low
1145,0.37,0.49,2,153,3,0,0,accounting,low
11538,0.17,0.66,6,224,3,0,0,sales,medium
14625,0.91,0.97,5,233,5,0,0,hr,medium
4048,0.54,0.42,3,138,3,1,0,support,medium
6833,0.87,0.57,4,175,2,0,0,technical,medium
7432,1.0,0.97,5,141,2,0,0,accounting,medium
2470,0.62,0.72,5,180,3,0,0,accounting,low
6511,0.76,0.89,3,273,2,1,0,sales,medium
1348,0.89,0.83,5,130,4,1,0,support,medium
14491,0.1,0.98,6,268,4,0,0,support,low
7769,0.73,0.69,3,175,2,0,0,IT,medium
2730,0.91,0.89,2,219,4,0,0,technical,low
505,0.11,0.97,6,289,5,0,0,support,medium
4951,0.5,0.54,3,254,2,0,0,product_mng,low
13581,0.21,0.43,5,175,2,1,0,sales,high
812,0.38,0.49,2,127,3,0,0,support,medium
10341,0.69,0.82,4,272,2,0,0,technical,low
6374,0.69,0.97,5,240,4,0,0,technical,medium
3097,0.73,0.71,3,210,3,0,0,technical,low
10801,0.9,0.77,4,273,2,0,0,technical,low
12929,0.96,0.49,5,137,3,0,0,hr,medium
411,0.84,0.99,4,262,6,0,0,accounting,medium
1381,0.9,0.84,5,221,5,0,0,marketing,low
4185,0.95,0.72,3,168,5,0,0,IT,medium
1808,0.36,0.48,2,136,3,0,0,support,low
2715,0.93,0.97,4,158,3,1,0,technical,medium
8799,0.92,0.95,6,239,4,0,0,sales,medium
3663,0.24,0.7,5,172,4,0,0,sales,high
13060,0.61,0.73,5,156,4,0,0,sales,low
4546,0.71,0.79,4,133,3,0,1,technical,medium
7957,0.5,0.76,2,107,4,0,0,sales,high
5473,0.6,0.6,4,182,3,0,0,support,medium
5733,0.59,0.51,4,184,2,0,0,marketing,low
10445,0.55,0.4,5,219,4,0,0,IT,medium
2963,0.72,0.87,3,238,3,0,0,IT,medium
7522,0.82,0.59,5,143,2,1,0,technical,high
1976,0.37,0.47,2,159,3,1,0,product_mng,medium
10981,0.75,0.78,2,259,3,0,0,product_mng,low
3616,0.7,0.67,4,181,3,0,0,accounting,medium
13354,0.33,0.64,2,274,3,1,0,technical,high
5931,0.66,0.56,3,169,2,1,0,support,medium
11435,0.54,0.52,4,173,2,0,0,marketing,medium
9631,0.18,0.5,4,169,4,0,0,sales,low
1903,0.85,0.87,4,273,5,0,0,RandD,medium
4551,0.53,0.74,5,237,2,0,1,support,medium
498,0.44,0.48,2,143,3,0,0,technical,medium
8358,0.49,0.8,3,227,4,1,0,technical,low
11773,0.93,0.5,5,272,3,0,0,sales,low
10380,0.91,0.81,4,135,2,0,0,marketing,low
7603,0.58,0.95,4,173,3,0,0,support,medium
12367,0.4,0.56,2,131,3,0,0,IT,low
10122,0.35,0.54,3,128,3,0,0,support,medium
7280,0.61,0.82,3,157,2,0,0,accounting,low
12585,0.4,0.51,2,139,3,0,0,support,low
6418,0.98,0.7,3,255,2,1,0,marketing,low
5391,0.83,0.9,3,102,4,0,0,support,medium
13609,0.84,0.53,3,210,4,1,0,marketing,medium
7704,0.94,0.58,5,215,2,0,0,RandD,low
9928,0.54,0.9,3,206,3,0,0,technical,medium
11840,0.5,0.9,5,226,2,0,0,management,high
8433,0.54,0.53,4,245,2,0,0,technical,low
7037,0.47,0.47,2,221,6,0,0,sales,low
8834,0.98,0.83,5,211,3,0,0,support,medium
4375,0.72,0.93,4,174,2,0,0,sales,low
12228,0.85,0.95,5,236,5,0,0,hr,low
9190,0.55,0.59,3,231,4,0,0,hr,medium
7058,0.71,0.41,5,107,4,0,0,technical,medium
11799,0.72,0.71,4,256,3,0,1,sales,medium
3335,0.74,0.85,5,135,2,0,0,support,low
12570,0.44,0.52,2,137,3,0,0,technical,medium
5340,0.18,0.59,4,132,3,0,0,RandD,low
6964,0.89,0.81,3,268,3,0,0,sales,low
6333,0.7,0.72,5,134,3,0,0,RandD,medium
5762,0.79,0.9,5,212,5,0,0,technical,low
11511,0.72,0.88,5,216,10,1,0,support,medium
7688,0.51,0.9,5,193,4,0,0,support,medium
8935,0.87,0.78,4,142,3,0,0,management,medium
11494,0.49,0.49,3,168,7,0,0,sales,low
2853,0.55,0.81,4,267,5,0,0,accounting,low
11492,0.77,0.49,2,286,7,0,0,marketing,low
12338,0.39,0.5,2,142,3,0,0,hr,medium
5443,0.62,0.74,4,173,2,0,0,sales,medium
12640,0.37,0.52,2,128,3,0,0,accounting,low
8018,0.72,0.59,4,245,2,0,0,management,low
1467,0.1,0.89,7,272,4,0,0,sales,medium
1416,0.11,0.85,6,295,4,0,0,technical,low
6546,0.85,0.65,3,187,2,0,0,management,high
11118,0.49,1.0,2,125,4,1,0,sales,low
4925,0.87,0.54,4,211,3,0,0,technical,medium
4035,0.59,0.69,3,146,3,0,0,product_mng,medium
3829,0.83,0.86,3,165,3,0,0,sales,low
5363,0.29,0.8,5,103,6,0,0,sales,medium
2440,0.8,0.75,3,181,3,0,0,marketing,medium
5549,0.81,0.53,4,242,3,0,0,support,medium
11261,0.81,0.85,4,134,10,1,0,management,medium
7343,0.54,0.61,3,152,3,0,0,sales,medium
276,0.1,0.97,6,267,4,1,0,support,low
3711,0.59,0.49,4,164,3,0,0,support,low
3385,0.79,0.55,3,147,3,0,0,sales,medium
10697,0.95,0.48,4,228,2,0,0,sales,medium
13597,0.92,0.6,4,161,3,0,0,IT,low
14179,0.8,0.8,4,146,3,1,0,IT,low
837,0.09,0.93,6,308,4,0,0,RandD,low
6840,0.85,0.7,3,188,2,0,0,support,low
9906,0.82,0.85,5,195,4,0,0,technical,low
12982,0.97,0.74,4,209,2,0,0,sales,low
4522,0.9,0.56,3,220,3,0,0,sales,low
526,0.41,0.45,2,144,3,1,0,product_mng,low
11415,0.69,0.51,3,257,3,1,0,IT,low
8998,1.0,0.52,4,198,3,0,0,product_mng,medium
13353,0.13,0.9,5,264,6,0,0,technical,high
12154,0.39,0.48,2,160,3,0,0,sales,low
8801,0.93,0.68,3,137,3,1,0,sales,medium
12113,0.9,0.96,4,258,5,0,0,technical,medium
9796,0.15,0.42,3,98,3,0,0,sales,low
14984,0.4,0.56,2,148,3,0,0,technical,medium
5663,0.55,0.9,5,237,3,0,0,sales,medium
10359,0.24,0.65,4,248,3,0,0,support,medium
3372,0.97,0.52,4,231,3,0,0,sales,low
14833,0.1,0.55,2,247,4,0,0,sales,medium
446,0.44,0.46,2,143,3,0,0,IT,low
14573,0.41,0.54,2,145,3,0,0,support,low
14396,0.4,0.46,2,127,3,0,0,hr,medium
12886,0.36,0.55,3,191,3,0,0,product_mng,high
6444,0.51,0.75,4,175,2,0,0,hr,medium
1480,0.09,0.93,6,271,4,0,0,accounting,medium
9885,0.65,0.63,4,199,2,0,0,technical,medium
12509,0.37,0.57,2,155,3,0,0,support,low
4338,0.93,0.56,3,266,2,0,0,IT,low
12015,0.38,0.54,2,143,3,0,0,sales,low
2352,0.54,0.73,2,100,3,0,0,IT,low
3161,1.0,0.59,4,174,3,0,0,hr,low
12942,0.89,0.57,4,176,4,0,0,support,high
7619,0.72,0.82,4,231,3,0,0,IT,low
12680,0.1,0.83,6,269,4,0,0,IT,low
2136,0.74,0.82,4,142,2,0,0,marketing,medium
7484,0.68,0.88,5,256,2,0,0,technical,medium
13520,0.55,0.4,3,158,3,0,0,hr,low
8007,0.75,0.74,3,186,3,1,0,RandD,medium
732,0.85,0.58,3,226,2,0,0,support,medium
14375,0.9,0.99,5,260,5,0,0,sales,low
1335,0.87,0.9,3,307,5,0,0,technical,low
13682,0.84,0.66,3,209,2,0,0,sales,low
957,0.39,0.57,2,133,3,0,0,technical,medium
13872,0.44,0.66,6,134,8,0,0,RandD,high
7125,0.56,0.51,5,256,4,1,0,sales,low
10867,0.8,0.72,4,173,3,0,0,accounting,low
3744,0.89,0.79,5,257,3,0,0,marketing,medium
4712,0.95,0.72,4,235,2,0,0,support,low
13125,0.93,0.64,4,253,3,0,0,RandD,low
7911,0.67,0.8,4,137,2,0,0,support,medium
4989,0.69,0.97,3,158,2,0,0,accounting,low
13371,0.74,0.64,3,136,2,0,0,IT,medium
10245,0.79,0.56,4,177,3,0,0,sales,high
7775,0.67,0.94,2,192,3,0,0,product_mng,low
14511,0.45,0.55,2,151,3,0,0,IT,medium
1314,0.4,0.52,2,136,3,0,0,sales,medium
12484,0.38,0.52,2,145,3,0,0,sales,low
14582,0.36,0.51,2,135,3,0,0,IT,low
14137,0.78,0.53,6,168,3,0,0,sales,low
5484,0.9,0.9,3,274,3,0,0,IT,low
2728,0.55,0.49,3,152,2,0,0,technical,medium
9914,0.7,0.76,3,173,2,0,0,product_mng,low
6565,0.48,0.69,3,105,3,0,0,support,low
6352,0.96,0.97,5,240,2,0,0,sales,low
7668,0.6,0.68,4,271,4,0,0,technical,low
2427,0.81,0.92,5,259,3,0,0,IT,low
7605,0.96,0.95,3,236,2,0,0,support,medium
11614,0.25,0.72,5,279,8,0,0,marketing,low
7198,0.69,0.7,4,169,2,0,0,sales,low
1813,0.1,0.81,6,271,4,0,0,technical,low
14609,0.87,0.83,4,265,6,0,0,sales,low
10930,0.8,0.82,4,271,4,0,0,sales,low
9175,0.64,0.99,5,262,5,0,0,sales,low
2847,0.76,0.78,3,189,2,0,0,sales,low
4597,0.9,0.68,3,156,3,1,0,sales,high
7587,0.51,0.87,3,180,4,0,0,hr,low
14709,0.44,0.48,2,143,3,0,0,technical,medium
8116,0.78,0.5,3,167,2,0,0,sales,low
7326,0.81,0.56,4,262,3,0,0,RandD,medium
9066,0.66,0.62,3,144,3,0,0,management,low
8284,0.64,0.94,3,150,2,0,0,technical,medium
9053,0.58,0.81,4,266,2,0,0,support,low
3472,0.79,0.48,4,178,2,0,0,technical,low
12333,0.45,0.52,2,145,3,0,0,sales,medium
13279,0.12,0.49,4,191,5,0,0,IT,low
11882,0.6,0.45,3,104,4,0,0,IT,low
870,0.39,0.56,2,126,3,0,0,hr,low
4240,0.52,0.45,2,145,3,0,0,technical,low
4622,0.97,0.68,3,185,2,0,0,technical,medium
11195,0.47,0.79,3,284,10,0,0,sales,low
8146,0.52,0.67,4,216,3,0,0,support,medium
104,0.43,0.52,2,158,3,0,0,sales,medium
13916,0.2,0.53,5,272,5,0,0,product_mng,low
8786,0.98,0.62,3,140,4,0,0,marketing,low
13176,0.66,0.89,4,169,4,0,0,support,low
5242,0.76,0.47,3,223,2,0,0,support,medium
10647,0.58,0.69,4,165,3,0,0,technical,low
2645,0.78,0.65,4,207,2,0,0,support,medium
5253,0.95,0.78,2,148,2,0,0,IT,low
9778,0.34,0.46,5,131,3,0,0,marketing,medium
10371,0.99,0.37,6,219,6,0,0,product_mng,low
7509,0.39,0.58,3,152,3,1,0,accounting,low
213,0.45,0.46,2,153,3,0,0,management,low
12591,0.66,0.67,2,255,3,0,0,technical,low
11183,0.82,0.91,5,271,2,0,1,RandD,medium
9032,0.43,0.38,2,278,3,1,0,sales,low
7352,0.91,1.0,4,125,4,0,0,sales,medium
13274,0.8,0.86,3,203,3,0,0,support,medium
6709,0.7,0.9,4,254,3,0,0,IT,medium
3584,0.67,0.56,5,174,2,1,0,RandD,medium
3439,0.86,0.77,3,271,3,0,0,management,low
6271,0.48,0.98,5,132,4,0,0,sales,low
14776,0.79,0.58,3,294,4,0,0,hr,low
1857,0.11,0.9,6,253,4,0,0,sales,medium
12087,0.44,0.45,2,132,3,0,0,sales,low
14037,0.81,0.81,5,250,4,0,1,sales,medium
12053,0.39,0.54,2,132,3,0,0,support,low
6350,0.79,0.6,5,223,3,0,0,sales,low
5296,0.89,0.63,4,164,3,0,0,hr,low
13909,0.62,0.73,3,245,4,0,0,IT,low
6054,0.69,0.5,3,260,4,0,0,sales,medium
14496,0.4,0.56,2,148,3,0,0,support,low
11980,0.79,0.87,4,223,5,0,0,sales,medium
1702,0.39,0.53,2,141,3,0,0,sales,medium
5013,0.72,0.59,3,255,2,0,0,support,high
11074,0.9,0.93,3,209,3,0,0,product_mng,medium
171,0.41,0.46,2,160,3,0,1,sales,low
14466,0.44,0.45,2,156,3,0,0,sales,medium
2196,0.7,0.87,3,260,2,0,0,management,low
4413,0.6,0.65,4,160,2,0,0,IT,low
4373,0.87,0.51,4,233,3,0,0,sales,low
9563,0.19,0.73,4,231,3,0,0,sales,low
9278,0.16,0.73,6,170,3,0,0,technical,low
487,0.19,1.0,4,192,4,0,0,accounting,low
3293,0.52,0.54,4,184,3,0,0,sales,low
3887,0.63,0.5,4,235,3,0,0,RandD,medium
5084,0.62,0.7,4,141,4,0,0,support,medium
8166,0.21,0.85,6,235,6,0,0,RandD,low
12376,0.56,0.71,4,296,2,0,0,IT,medium
3708,0.75,0.73,3,225,4,0,0,support,low
4721,0.37,0.61,3,186,2,0,0,IT,low
4994,0.94,0.59,5,250,3,0,0,hr,low
14297,0.17,0.84,5,232,3,0,0,sales,low
13978,0.91,0.65,5,214,3,1,0,marketing,low
14537,0.37,0.52,2,157,3,0,0,sales,low
7176,0.84,0.69,4,149,3,0,0,marketing,medium
9984,0.66,0.48,3,203,4,1,0,management,low
7379,0.98,0.67,4,189,4,0,0,support,high
8419,0.55,0.97,5,125,4,0,0,sales,medium
10852,0.84,0.54,3,245,3,0,0,sales,low
13668,0.4,0.62,4,127,5,0,0,accounting,low
14028,0.68,0.79,4,184,3,0,0,marketing,low
12917,0.93,0.59,3,273,2,1,0,sales,medium
5932,0.86,0.63,4,162,2,0,0,support,medium
4115,0.83,0.88,5,171,3,1,0,IT,medium
7124,0.83,0.78,3,257,2,0,0,sales,low
913,0.44,0.49,2,127,3,1,0,sales,low
14530,0.4,0.46,2,130,3,0,0,sales,low
11344,0.51,0.85,4,186,2,0,0,product_mng,low
12475,0.45,0.57,2,134,3,0,0,sales,low
3199,0.18,0.52,5,185,6,0,0,product_mng,high
6712,0.89,0.52,3,190,3,0,0,RandD,medium
5617,0.81,0.6,3,140,2,0,0,technical,high
4957,0.78,0.55,3,144,2,0,0,RandD,low
11167,0.55,0.96,3,194,3,0,0,product_mng,medium
13478,0.7,0.62,3,110,3,0,0,product_mng,low
4102,0.15,0.61,3,146,6,1,0,technical,medium
5888,0.74,0.51,5,258,2,0,0,sales,low
405,0.47,0.5,4,254,4,0,0,sales,low
12623,0.36,0.52,2,146,3,0,0,sales,medium
4619,0.69,0.64,4,200,3,0,0,technical,medium
12744,0.39,0.52,2,134,3,0,0,technical,low
6885,0.88,0.76,4,159,4,1,0,sales,low
1811,0.45,0.5,2,150,3,0,0,support,low
10988,0.32,0.86,4,266,4,0,0,RandD,low
7143,0.84,0.78,3,221,3,1,0,technical,medium
4573,0.75,0.37,3,256,3,0,0,product_mng,medium
14857,0.51,0.83,5,249,4,0,0,technical,medium
2357,0.75,0.9,5,186,4,0,0,product_mng,low
2493,0.4,0.99,4,214,6,1,0,support,medium
9883,0.88,0.57,4,261,4,0,0,technical,low
1040,0.11,0.89,6,309,4,0,0,support,medium
12950,0.69,0.75,5,196,3,0,0,support,medium
943,0.81,1.0,5,235,5,0,0,accounting,low
10585,0.79,0.77,3,201,6,1,0,support,medium
4167,0.15,0.94,5,244,6,0,0,technical,high
12739,0.11,0.85,7,275,4,0,0,support,medium
9090,0.98,0.53,5,186,3,0,0,marketing,low
2518,0.63,0.98,4,175,2,0,0,sales,medium
7682,0.89,0.56,3,224,2,0,0,support,medium
5181,0.88,0.85,4,231,3,0,0,product_mng,low
10615,0.54,0.93,4,184,2,1,0,marketing,medium
5071,0.69,0.74,4,237,3,0,0,technical,low
5318,0.88,0.93,4,195,2,0,0,support,medium
11930,0.97,0.92,6,137,8,1,0,product_mng,low
3842,0.44,0.81,3,248,2,0,0,accounting,medium
6763,0.8,0.62,3,191,3,0,0,support,medium
2237,0.74,0.72,4,176,3,0,0,sales,low
1051,0.09,0.92,6,261,4,0,0,IT,medium
853,0.45,0.52,2,160,3,0,0,sales,low
3316,0.68,0.89,3,241,3,0,0,hr,low
5429,0.57,0.61,5,191,4,0,0,sales,medium
10075,0.67,0.56,3,193,2,1,0,IT,medium
12801,0.56,0.83,3,236,3,1,0,technical,medium
6152,0.51,0.62,3,110,3,0,0,support,low
9617,0.8,0.65,3,264,4,0,0,management,high
5436,0.99,0.8,5,254,5,0,0,sales,medium
12292,0.41,0.49,2,146,3,0,0,IT,low
7500,0.62,0.6,4,170,2,0,0,sales,low
3309,0.41,0.87,6,262,6,0,0,sales,high
268,0.38,0.56,2,156,3,0,0,technical,low
10691,1.0,0.93,5,231,2,0,0,marketing,medium
8409,0.96,0.92,3,196,4,0,0,sales,low
5461,0.56,0.93,4,210,3,1,0,technical,low
7636,0.69,0.94,4,239,3,0,0,technical,low
6283,0.92,0.77,3,236,3,0,0,sales,medium
8351,0.6,0.76,5,168,2,1,0,accounting,high
1247,0.09,0.94,7,247,4,0,0,sales,medium
5342,0.28,0.9,4,275,6,0,0,marketing,low
13847,0.41,0.67,6,221,10,0,0,marketing,medium
10227,0.59,0.37,3,125,2,0,0,RandD,medium
4642,0.59,0.82,2,233,2,0,0,IT,medium
3651,0.72,0.53,3,151,4,0,0,IT,medium
11242,0.6,0.61,5,191,2,1,0,technical,high
133,0.44,0.51,2,138,3,0,0,support,low
1942,0.4,0.47,2,144,3,0,0,hr,medium
935,0.44,0.49,2,130,3,0,0,sales,medium
12718,0.91,1.0,5,244,6,0,0,hr,low
465,0.37,0.54,2,152,3,0,0,marketing,medium
6745,0.73,0.87,3,227,4,0,0,accounting,low
14157,0.63,0.94,3,172,3,0,0,management,medium
512,0.09,0.96,6,259,4,0,0,support,low
7525,0.94,0.88,5,150,4,0,0,technical,medium
12771,0.1,0.86,6,309,4,0,0,sales,medium
4064,0.61,0.64,4,201,3,0,0,sales,low
2141,0.33,0.58,2,183,2,0,0,management,medium
12356,0.41,0.55,2,154,3,0,0,support,low
10796,1.0,0.55,4,186,4,1,0,technical,medium
3454,0.89,0.86,3,178,4,0,0,sales,medium
13315,0.85,0.87,6,232,5,0,0,management,high
3255,0.48,0.57,5,227,3,0,0,support,medium
7215,0.5,0.49,4,236,3,0,0,technical,medium
3758,0.81,0.8,4,227,2,1,0,sales,low
2783,0.61,0.93,2,247,3,0,0,technical,low
4559,0.59,0.72,4,264,3,0,0,support,low
14653,0.77,1.0,5,229,5,0,0,management,low
14906,0.79,0.93,5,268,5,0,0,technical,medium
3083,0.46,0.49,3,213,3,0,0,accounting,low
1288,0.87,0.81,5,304,5,0,0,product_mng,low
5135,0.61,0.92,3,222,4,0,0,sales,medium
10777,0.69,0.63,5,140,4,0,1,sales,high
11376,0.95,0.52,3,183,2,1,0,sales,low
3766,0.44,0.74,5,253,2,0,0,accounting,medium
11112,0.85,0.94,5,235,4,0,0,sales,low
81,0.38,0.49,2,151,3,0,0,technical,low
8658,0.74,0.92,4,226,3,0,0,hr,medium
4795,0.55,0.81,5,251,3,0,0,IT,low
10023,0.61,0.77,4,252,2,0,0,sales,low
3340,0.86,0.49,4,251,2,0,0,technical,medium
2019,0.48,0.84,4,252,3,0,0,technical,medium
6453,0.82,0.78,5,166,2,0,0,technical,high
4334,0.72,0.72,4,175,4,0,0,technical,low
4797,0.91,0.63,4,226,3,1,0,IT,low
6629,0.32,0.55,4,283,4,0,0,product_mng,low
14236,0.89,0.92,5,242,5,0,0,sales,low
5629,0.77,0.58,4,162,2,0,0,support,medium
6318,0.83,0.64,4,210,3,0,0,management,medium
13738,0.25,0.89,4,154,10,0,0,management,high
13215,0.83,0.91,3,155,3,0,0,RandD,low
4181,0.19,0.93,3,110,4,0,0,technical,medium
14695,0.38,0.52,2,145,3,0,0,sales,low
10056,0.89,0.61,3,211,2,0,0,support,low
13693,0.87,0.97,5,151,3,0,0,RandD,medium
7316,0.17,0.85,3,168,4,0,0,IT,low
4689,0.74,0.76,3,224,2,0,0,hr,low
4092,0.65,0.82,4,207,2,0,0,support,low
382,0.45,0.48,2,144,3,0,0,marketing,medium
6064,0.73,0.59,4,214,5,0,0,hr,medium
7306,0.8,0.97,4,259,2,0,0,support,low
8032,0.58,0.71,3,230,3,1,0,sales,medium
904,0.45,0.46,2,142,3,0,0,product_mng,low
3127,0.67,0.93,3,206,3,0,0,RandD,low
7885,0.72,0.6,3,265,2,1,0,sales,high
10318,0.35,0.56,3,144,3,0,0,sales,medium
2741,0.8,0.9,4,241,2,0,0,IT,low
4301,0.87,0.93,4,268,2,0,0,sales,low
13721,0.47,0.43,4,246,3,0,0,support,low
4077,0.62,0.74,4,155,3,0,0,hr,medium
6345,0.69,0.56,2,214,2,0,0,sales,low
8523,0.47,0.55,5,207,3,0,0,support,low
4616,0.65,0.53,5,205,3,1,0,technical,medium
4946,0.87,0.74,4,207,3,0,0,IT,low
7538,0.69,0.64,3,286,3,0,0,technical,medium
4011,0.8,0.79,3,217,3,0,0,technical,low
7590,0.68,0.64,2,167,2,0,0,hr,low
14092,0.66,0.66,4,273,4,1,0,IT,low
8112,1.0,0.88,4,240,4,0,0,sales,medium
7711,0.96,0.57,3,263,3,0,0,support,low
2902,0.93,0.98,4,160,3,0,0,sales,low
12380,0.44,0.45,2,156,3,0,0,hr,medium
4421,0.59,0.98,4,198,3,0,0,product_mng,low
4817,0.41,0.68,4,273,3,0,0,sales,medium
6862,0.73,0.56,3,215,3,0,0,product_mng,medium
14183,0.55,0.81,3,239,8,0,0,accounting,high
4355,0.76,0.99,3,164,2,0,0,support,medium
14553,0.9,1.0,5,232,5,0,0,technical,medium
5907,0.84,0.9,3,178,2,0,0,accounting,medium
3187,0.56,0.9,4,115,3,0,0,technical,medium
8589,0.78,0.78,3,135,3,0,0,technical,low
6993,0.5,0.88,4,172,4,0,0,support,medium
3653,0.24,0.94,4,146,4,0,0,product_mng,medium
12250,0.79,0.87,5,261,5,0,0,sales,low
2478,0.48,0.84,4,228,3,0,0,technical,medium
7698,0.96,0.6,4,170,2,1,0,product_mng,low
3594,0.31,0.98,5,232,5,0,0,marketing,low
2260,0.75,0.68,3,150,2,1,0,support,medium
5446,0.96,0.59,4,108,6,0,0,sales,low
5674,0.87,0.76,4,218,2,0,0,sales,low
10950,0.93,0.9,4,256,4,0,0,technical,low
8124,0.72,0.9,4,225,2,0,0,hr,low
14765,0.43,0.53,2,150,3,0,0,sales,low
14126,0.94,0.99,2,157,3,0,0,sales,medium
11241,0.62,0.79,3,259,3,0,0,support,medium
12848,0.5,0.64,3,257,2,1,0,accounting,high
8551,0.88,0.59,4,240,2,0,0,sales,low
8729,0.6,0.67,3,249,2,0,0,sales,medium
9742,0.63,0.87,4,145,3,1,0,support,high
9168,0.57,0.96,5,203,4,0,0,sales,low
2568,0.21,0.9,4,271,6,0,0,support,high
12131,0.38,0.57,2,140,3,0,0,support,low
14376,0.11,0.84,7,296,4,0,0,sales,low
3310,0.74,0.46,6,145,3,0,0,accounting,low
14452,0.37,0.46,2,156,3,0,0,sales,low
12105,0.24,0.46,7,224,5,0,0,accounting,medium
11509,0.75,0.87,4,146,8,1,0,support,low
4696,0.85,0.88,3,235,2,0,0,technical,medium
1285,0.41,0.52,2,127,3,0,0,IT,medium
11085,0.57,0.67,3,138,6,1,0,IT,medium
10822,0.68,0.66,4,229,3,0,0,IT,medium
14202,0.6,0.53,2,235,7,0,0,IT,medium
2495,0.76,0.84,4,236,4,0,0,support,medium
2626,0.89,0.71,5,194,3,0,0,hr,low
5462,0.67,0.91,3,256,3,0,0,technical,low
7991,0.24,0.54,6,193,4,0,0,support,medium
568,0.44,0.51,2,134,3,0,0,hr,medium
3065,0.73,0.55,4,171,4,0,0,sales,medium
961,0.73,0.83,5,270,5,1,0,support,medium
3843,0.26,0.69,2,168,5,0,0,accounting,medium
3449,0.99,0.37,5,155,3,0,0,sales,low
9164,0.5,0.77,3,204,2,0,0,marketing,medium
12334,0.1,0.81,6,290,4,0,0,accounting,medium
590,0.38,0.55,2,148,3,0,0,support,low
1207,0.81,0.98,5,237,5,0,0,IT,medium
10386,0.77,0.83,4,154,3,0,0,marketing,low
9333,1.0,0.85,4,156,3,0,0,sales,low
14958,0.42,0.52,2,134,3,0,0,sales,low
14815,0.11,0.79,6,292,4,0,0,IT,low
1659,0.77,0.85,5,276,5,0,0,support,medium
7584,0.51,0.98,4,269,3,0,0,accounting,low
1991,0.38,0.49,2,155,3,0,0,marketing,low
2972,0.22,0.8,4,287,4,0,0,RandD,low
11141,0.87,0.55,4,197,3,0,0,technical,high
9179,0.84,0.58,4,180,2,0,0,sales,low
338,0.39,0.5,2,142,3,0,0,hr,medium
8132,0.59,0.9,3,189,2,0,0,technical,low
1255,0.39,0.47,2,142,3,0,0,technical,low
5646,0.84,0.88,3,194,3,0,0,RandD,low
10864,0.79,0.65,5,215,2,1,0,sales,medium
8630,0.9,0.52,4,167,3,1,0,technical,low
9541,0.52,0.69,6,138,5,0,0,marketing,medium
10650,0.59,0.69,3,162,3,0,0,technical,low
2974,0.21,0.76,5,239,2,0,0,RandD,low
7529,0.62,0.89,5,243,3,0,0,support,medium
6211,0.57,0.72,4,221,3,0,0,accounting,medium
454,0.09,0.97,7,254,4,1,0,RandD,medium
5974,0.73,0.9,4,266,3,0,0,sales,medium
8664,0.5,0.87,5,245,2,0,0,technical,low
8712,0.74,0.75,2,137,3,1,0,sales,low
6956,0.79,0.75,4,168,3,0,0,sales,high
12597,0.11,0.9,6,263,4,0,0,IT,low
5820,0.67,0.55,4,214,3,1,0,sales,medium
14248,0.45,0.5,2,126,3,0,0,technical,low
9044,0.8,0.52,3,147,3,1,0,technical,medium
7986,0.59,0.67,4,271,2,0,0,support,medium
13704,0.51,0.64,3,203,3,0,0,sales,low
9340,0.77,0.73,5,263,2,0,0,accounting,high
4961,0.84,0.96,3,161,2,1,0,sales,low
9077,0.56,0.53,3,189,3,0,0,RandD,medium
